"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 23, 2011","1,163.38","1,160.75","1,167","1,156.63","-","0.22%"
"Dec 25, 2011","1,172.38","1,172.38","1,172.38","1,172.38","-","0.77%"
"Dec 26, 2011","1,172.38","1,172.38","1,172.38","1,172.38","-","0.00%"
"Dec 27, 2011","1,206.5","1,182.63","1,214.63","1,182.63","-","2.91%"
"Dec 28, 2011","1,208.63","1,205.38","1,218.63","1,193.38","-","0.18%"
"Dec 29, 2011","1,197.63","1,205.75","1,211.38","1,193.13","-","-0.91%"
"Dec 30, 2011","1,211.88","1,195.75","1,215.63","1,194.63","-","1.19%"
"Jan 02, 2012","1,211.88","1,211.88","1,211.88","1,211.88","-","0.00%"
"Jan 03, 2012","1,227.25","1,236.5","1,244.38","1,223.63","-","1.27%"
"Jan 04, 2012","1,231.63","1,227.38","1,235.63","1,220.63","-","0.36%"
"Jan 05, 2012","1,208.88","1,229.88","1,233.5","1,207.13","-","-1.85%"
"Jan 06, 2012","1,193.88","1,207.5","1,219.63","1,193.88","-","-1.24%"
"Jan 09, 2012","1,232.63","1,195.25","1,234.63","1,194.75","-","3.25%"
"Jan 10, 2012","1,231.88","1,230.88","1,236.88","1,220.63","-","-0.06%"
"Jan 11, 2012","1,200.88","1,228.63","1,231.88","1,200.88","-","-2.52%"
"Jan 12, 2012","1,183","1,202.25","1,213.63","1,150.38","-","-1.49%"
"Jan 13, 2012","1,157.63","1,182.38","1,194.13","1,157.63","-","-2.14%"
"Jan 17, 2012","1,184.63","1,163.63","1,186.75","1,163.38","-","2.33%"
"Jan 18, 2012","1,181.5","1,182.38","1,186.88","1,172.63","-","-0.26%"
"Jan 19, 2012","1,195.88","1,184.13","1,197.38","1,181.5","-","1.22%"
"Jan 20, 2012","1,185.25","1,197.88","1,203.88","1,183.38","-","-0.89%"
"Jan 23, 2012","1,214.13","1,194.13","1,218.63","1,192.25","-","2.44%"
"Jan 24, 2012","1,219.63","1,214.25","1,229.38","1,203.88","-","0.45%"
"Jan 25, 2012","1,212.88","1,219.38","1,226.38","1,208.88","-","-0.55%"
"Jan 26, 2012","1,222.13","1,213.88","1,230.88","1,213.38","-","0.76%"
"Jan 27, 2012","1,218.13","1,221.38","1,225.63","1,215.38","-","-0.33%"
"Jan 30, 2012","1,185.13","1,214.13","1,218.38","1,184.88","-","-2.71%"
"Jan 31, 2012","1,200.38","1,187.13","1,200.88","1,184.63","-","1.29%"
"Feb 01, 2012","1,217","1,202.13","1,219","1,202.13","-","1.38%"
"Feb 02, 2012","1,216.88","1,213.38","1,224.63","1,206.38","-","-0.01%"
"Feb 03, 2012","1,232.88","1,216.5","1,236.38","1,214.25","-","1.31%"
"Feb 06, 2012","1,234.25","1,230.88","1,243.88","1,230.88","-","0.11%"
"Feb 07, 2012","1,232.13","1,232.63","1,239.38","1,227.13","-","-0.17%"
"Feb 08, 2012","1,230.63","1,230.25","1,244.63","1,223.13","-","-0.12%"
"Feb 09, 2012","1,228.25","1,229.63","1,247.38","1,222.88","-","-0.19%"
"Feb 10, 2012","1,228.88","1,229.5","1,230.63","1,215.63","-","0.05%"
"Feb 13, 2012","1,253.63","1,237.63","1,253.63","1,232.38","-","2.01%"
"Feb 14, 2012","1,254.63","1,251.88","1,261.63","1,245.63","-","0.08%"
"Feb 15, 2012","1,262.63","1,254.88","1,268.88","1,249.13","-","0.64%"
"Feb 16, 2012","1,258.63","1,260.88","1,264.25","1,246.38","-","-0.32%"
"Feb 17, 2012","1,266.63","1,257.75","1,273.13","1,257.13","-","0.64%"
"Feb 21, 2012","1,269.5","1,270.88","1,275.88","1,260.25","-","0.23%"
"Feb 22, 2012","1,270.88","1,267.5","1,272.13","1,261.63","-","0.11%"
"Feb 23, 2012","1,276.88","1,271","1,279.88","1,266.63","-","0.47%"
"Feb 24, 2012","1,280.25","1,275.88","1,284.5","1,272.13","-","0.26%"
"Feb 27, 2012","1,301.88","1,286.13","1,303.63","1,284.13","-","1.69%"
"Feb 28, 2012","1,313.13","1,300.63","1,314.63","1,300.13","-","0.86%"
"Feb 29, 2012","1,319.13","1,311.13","1,324.13","1,308.13","-","0.46%"
"Mar 01, 2012","1,322.13","1,315.63","1,323.63","1,306.38","-","0.23%"
"Mar 02, 2012","1,331.88","1,321.63","1,332.88","1,316.38","-","0.74%"
"Mar 05, 2012","1,324.38","1,329.75","1,336.13","1,323.63","-","-0.56%"
"Mar 06, 2012","1,335.63","1,324.13","1,336.13","1,315.63","-","0.85%"
"Mar 07, 2012","1,327.13","1,333.88","1,338.88","1,324.13","-","-0.64%"
"Mar 08, 2012","1,337.38","1,326.88","1,338.63","1,324.25","-","0.77%"
"Mar 09, 2012","1,337.63","1,336.88","1,355.38","1,330.38","-","0.02%"
"Mar 11, 2012","1,333.88","1,337.75","1,338.25","1,332.63","-","-0.28%"
"Mar 12, 2012","1,333.5","1,333.75","1,341.63","1,331.5","-","-0.03%"
"Mar 13, 2012","1,353","1,333.63","1,354.63","1,333.38","-","1.46%"
"Mar 14, 2012","1,356.63","1,352.88","1,360.38","1,346.38","-","0.27%"
"Mar 15, 2012","1,367.63","1,355.63","1,369.88","1,354.38","-","0.81%"
"Mar 16, 2012","1,375.5","1,367.75","1,377.13","1,363.88","-","0.58%"
"Mar 18, 2012","1,377.13","1,374.63","1,377.88","1,373.38","-","0.12%"
"Mar 19, 2012","1,367.5","1,377","1,377.38","1,362.38","-","-0.70%"
"Mar 20, 2012","1,346.38","1,367.38","1,367.75","1,341.88","-","-1.54%"
"Mar 21, 2012","1,355.63","1,346.63","1,357.63","1,344.88","-","0.69%"
"Mar 22, 2012","1,351.88","1,355.25","1,359.88","1,338.63","-","-0.28%"
"Mar 23, 2012","1,366.63","1,352.25","1,368.88","1,351.63","-","1.09%"
"Mar 25, 2012","1,364.63","1,365.5","1,366.38","1,364.13","-","-0.15%"
"Mar 26, 2012","1,380.88","1,364.75","1,388.13","1,364.63","-","1.19%"
"Mar 27, 2012","1,371.88","1,380.75","1,387.25","1,368.88","-","-0.65%"
"Mar 28, 2012","1,372.13","1,371.63","1,378.88","1,364.13","-","0.02%"
"Mar 29, 2012","1,359.38","1,372.25","1,376.5","1,351.13","-","-0.93%"
"Mar 30, 2012","1,401.88","1,359.88","1,415.88","1,354.38","-","3.13%"
"Apr 01, 2012","1,411.38","1,406.63","1,412.88","1,406.63","-","0.68%"
"Apr 02, 2012","1,422.63","1,411.25","1,433.25","1,409.5","-","0.80%"
"Apr 03, 2012","1,418.13","1,422.88","1,433.75","1,414.13","-","-0.32%"
"Apr 04, 2012","1,422.88","1,418","1,429.63","1,408.38","-","0.33%"
"Apr 05, 2012","1,431.38","1,423.38","1,434.13","1,414.88","-","0.60%"
"Apr 08, 2012","1,441.88","1,430.5","1,443.75","1,428.63","-","0.73%"
"Apr 09, 2012","1,430.38","1,441.75","1,446.63","1,424.13","-","-0.80%"
"Apr 10, 2012","1,426.75","1,430.25","1,451.25","1,421.88","-","-0.25%"
"Apr 11, 2012","1,422.25","1,426.63","1,429.88","1,415.38","-","-0.32%"
"Apr 12, 2012","1,444","1,422.13","1,444.38","1,420.5","-","1.53%"
"Apr 13, 2012","1,436.88","1,444.13","1,447.63","1,431.63","-","-0.49%"
"Apr 15, 2012","1,434.25","1,433.88","1,435.75","1,431.63","-","-0.18%"
"Apr 16, 2012","1,419.25","1,434.38","1,435.13","1,415.63","-","-1.05%"
"Apr 17, 2012","1,428.63","1,419.13","1,434.38","1,419.13","-","0.66%"
"Apr 18, 2012","1,411.38","1,428.88","1,433.88","1,404","-","-1.21%"
"Apr 19, 2012","1,419.5","1,411.25","1,429.75","1,407.13","-","0.58%"
"Apr 20, 2012","1,453.88","1,419.63","1,453.88","1,413.13","-","2.42%"
"Apr 22, 2012","1,455","1,451.13","1,456.75","1,450.38","-","0.08%"
"Apr 23, 2012","1,439.38","1,454.88","1,457","1,437.63","-","-1.07%"
"Apr 24, 2012","1,470.63","1,439.13","1,471.13","1,439","-","2.17%"
"Apr 25, 2012","1,472.25","1,470.5","1,496.63","1,469.38","-","0.11%"
"Apr 26, 2012","1,485.88","1,472.13","1,487.63","1,463.63","-","0.93%"
"Apr 27, 2012","1,492.63","1,485.63","1,506.38","1,481.5","-","0.45%"
"Apr 29, 2012","1,492.5","1,490.25","1,494.38","1,489.38","-","-0.01%"
"Apr 30, 2012","1,500.88","1,492.38","1,506.63","1,482.25","-","0.56%"
"May 01, 2012","1,500.5","1,501","1,504.63","1,492.5","-","-0.02%"
"May 02, 2012","1,482.38","1,500.75","1,512.38","1,480.38","-","-1.21%"
"May 03, 2012","1,477.13","1,482.63","1,488.5","1,465.88","-","-0.35%"
"May 04, 2012","1,477.88","1,477.25","1,481.13","1,458.38","-","0.05%"
"May 06, 2012","1,475.25","1,470.63","1,476","1,469.63","-","-0.18%"
"May 07, 2012","1,467.5","1,475.13","1,478.63","1,460.38","-","-0.53%"
"May 08, 2012","1,440.25","1,467.63","1,471.38","1,434.88","-","-1.86%"
"May 09, 2012","1,432.5","1,440.13","1,441.63","1,414.25","-","-0.54%"
"May 10, 2012","1,459.13","1,432.63","1,461.88","1,431.63","-","1.86%"
"May 11, 2012","1,403.13","1,459","1,459","1,402.63","-","-3.84%"
"May 13, 2012","1,394.38","1,405.88","1,406","1,392.88","-","-0.62%"
"May 14, 2012","1,385.13","1,394.5","1,402.63","1,376.13","-","-0.66%"
"May 15, 2012","1,414.75","1,385.25","1,416.13","1,380.25","-","2.14%"
"May 16, 2012","1,422.63","1,414.88","1,424.38","1,386.5","-","0.56%"
"May 17, 2012","1,432.88","1,422.75","1,449.63","1,422.63","-","0.72%"
"May 18, 2012","1,408.38","1,432.75","1,438.63","1,405.13","-","-1.71%"
"May 20, 2012","1,412.88","1,414.5","1,416.13","1,411.5","-","0.32%"
"May 21, 2012","1,408.5","1,413.88","1,422.88","1,408.13","-","-0.31%"
"May 22, 2012","1,379.63","1,408.63","1,417.63","1,375.38","-","-2.05%"
"May 23, 2012","1,374","1,379.25","1,379.5","1,351.13","-","-0.41%"
"May 24, 2012","1,379.5","1,374.25","1,385.25","1,370.5","-","0.40%"
"May 25, 2012","1,381.75","1,379.38","1,386.38","1,371.63","-","0.16%"
"May 29, 2012","1,390.38","1,381.88","1,401.88","1,379.5","-","0.62%"
"May 30, 2012","1,375.13","1,390","1,393.63","1,365.38","-","-1.10%"
"May 31, 2012","1,344.25","1,375.25","1,377.5","1,339.63","-","-2.25%"
"Jun 01, 2012","1,339.88","1,344.13","1,358","1,326.88","-","-0.33%"
"Jun 03, 2012","1,349.63","1,350.63","1,352.63","1,348.5","-","0.73%"
"Jun 04, 2012","1,346.13","1,349.5","1,354","1,331.63","-","-0.26%"
"Jun 05, 2012","1,356.75","1,346.25","1,360.13","1,341.25","-","0.79%"
"Jun 06, 2012","1,388.25","1,356.5","1,391.75","1,352.88","-","2.32%"
"Jun 07, 2012","1,426.38","1,388","1,429.88","1,386.88","-","2.75%"
"Jun 08, 2012","1,428.38","1,426.5","1,438.63","1,408.38","-","0.14%"
"Jun 10, 2012","1,425.75","1,423.5","1,426.13","1,422.38","-","-0.18%"
"Jun 11, 2012","1,424.13","1,425.63","1,444.63","1,420.13","-","-0.11%"
"Jun 12, 2012","1,434.5","1,423.88","1,441","1,418.75","-","0.73%"
"Jun 13, 2012","1,407.63","1,434.63","1,437.38","1,405.38","-","-1.87%"
"Jun 14, 2012","1,390.88","1,407.38","1,413.13","1,384.38","-","-1.19%"
"Jun 15, 2012","1,376.13","1,391.25","1,401","1,370.88","-","-1.06%"
"Jun 17, 2012","1,383.38","1,383.13","1,384.38","1,382.63","-","0.53%"
"Jun 18, 2012","1,396.88","1,383.5","1,397.38","1,375.5","-","0.98%"
"Jun 19, 2012","1,436","1,397.63","1,451.13","1,393.63","-","2.80%"
"Jun 20, 2012","1,437.88","1,435.88","1,447.13","1,433.38","-","0.13%"
"Jun 21, 2012","1,442.63","1,437.75","1,456.38","1,431.13","-","0.33%"
"Jun 22, 2012","1,442.13","1,442.75","1,464.13","1,438.88","-","-0.03%"
"Jun 24, 2012","1,453.75","1,442.75","1,455.13","1,442.75","-","0.81%"
"Jun 25, 2012","1,470","1,453.88","1,479.13","1,452.38","-","1.12%"
"Jun 26, 2012","1,457.63","1,470.13","1,479.25","1,450.13","-","-0.84%"
"Jun 27, 2012","1,458.88","1,457.38","1,481.38","1,452.13","-","0.09%"
"Jun 28, 2012","1,451.75","1,458.75","1,464.88","1,440.75","-","-0.49%"
"Jun 29, 2012","1,480.88","1,451.63","1,486.38","1,441.88","-","2.01%"
"Jul 01, 2012","1,507.25","1,480.88","1,508","1,480.88","-","1.78%"
"Jul 02, 2012","1,503","1,507.75","1,517.25","1,485.25","-","-0.28%"
"Jul 03, 2012","1,525.75","1,503.13","1,532.88","1,497.63","-","1.51%"
"Jul 05, 2012","1,576","1,545.63","1,585.5","1,544.63","-","3.29%"
"Jul 06, 2012","1,570","1,576.5","1,582.88","1,562.13","-","-0.38%"
"Jul 08, 2012","1,590.5","1,589.38","1,595.13","1,587.13","-","1.31%"
"Jul 09, 2012","1,594.88","1,591","1,625.25","1,583.63","-","0.28%"
"Jul 10, 2012","1,597.13","1,595","1,606.38","1,586.38","-","0.14%"
"Jul 11, 2012","1,578.38","1,597.25","1,623.75","1,553","-","-1.17%"
"Jul 12, 2012","1,576","1,578.5","1,588.75","1,559.38","-","-0.15%"
"Jul 13, 2012","1,596.13","1,575.75","1,599.88","1,571.88","-","1.28%"
"Jul 15, 2012","1,617.5","1,613.5","1,618.13","1,610","-","1.34%"
"Jul 16, 2012","1,644.75","1,617.38","1,645.25","1,617.38","-","1.68%"
"Jul 17, 2012","1,639.13","1,644.63","1,647.5","1,617.75","-","-0.34%"
"Jul 18, 2012","1,682.87","1,639","1,686.38","1,627.13","-","2.67%"
"Jul 19, 2012","1,738","1,683.13","1,749","1,677.75","-","3.28%"
"Jul 20, 2012","1,758.38","1,737.88","1,777.62","1,729.25","-","1.17%"
"Jul 22, 2012","1,739.5","1,759.88","1,759.88","1,724.5","-","-1.07%"
"Jul 23, 2012","1,666.5","1,739.25","1,743.12","1,660.75","-","-4.20%"
"Jul 24, 2012","1,623","1,666.88","1,673.13","1,622.13","-","-2.61%"
"Jul 25, 2012","1,677.13","1,622.88","1,701.5","1,618.13","-","3.33%"
"Jul 26, 2012","1,645.25","1,676.75","1,696.88","1,642","-","-1.90%"
"Jul 27, 2012","1,683.25","1,645.75","1,694.13","1,645.25","-","2.31%"
"Jul 29, 2012","1,661.5","1,646","1,671.25","1,642.5","-","-1.29%"
"Jul 30, 2012","1,669.75","1,661.63","1,671.88","1,655.5","-","0.50%"
"Jul 31, 2012","1,673.75","1,669.63","1,682.88","1,652.63","-","0.24%"
"Aug 01, 2012","1,631","1,673.63","1,675.63","1,602.5","-","-2.55%"
"Aug 02, 2012","1,614.38","1,631.13","1,639.13","1,601.63","-","-1.02%"
"Aug 03, 2012","1,635.63","1,614.25","1,645","1,609.38","-","1.32%"
"Aug 05, 2012","1,604.13","1,607.88","1,610.25","1,589.38","-","-1.93%"
"Aug 06, 2012","1,598.63","1,604","1,609.25","1,590.75","-","-0.34%"
"Aug 07, 2012","1,582.5","1,598.5","1,612.75","1,573.75","-","-1.01%"
"Aug 08, 2012","1,597.63","1,582.63","1,601.88","1,570.75","-","0.96%"
"Aug 09, 2012","1,653.75","1,597.38","1,663.88","1,595.75","-","3.51%"
"Aug 10, 2012","1,673.63","1,653.88","1,698.88","1,646.38","-","1.20%"
"Aug 12, 2012","1,667.25","1,662.5","1,679.37","1,662.5","-","-0.38%"
"Aug 13, 2012","1,629.88","1,667.38","1,670.75","1,618.5","-","-2.24%"
"Aug 14, 2012","1,626.38","1,629.75","1,634.88","1,610.25","-","-0.21%"
"Aug 15, 2012","1,665","1,626","1,666.38","1,625.75","-","2.37%"
"Aug 16, 2012","1,652.88","1,665.13","1,672.63","1,646.5","-","-0.73%"
"Aug 17, 2012","1,671.5","1,653.25","1,672.38","1,650.63","-","1.13%"
"Aug 19, 2012","1,674.38","1,671","1,676.38","1,669.38","-","0.17%"
"Aug 20, 2012","1,708","1,674.25","1,708.25","1,666.88","-","2.01%"
"Aug 21, 2012","1,751.5","1,708.13","1,754.75","1,703.38","-","2.55%"
"Aug 22, 2012","1,754.63","1,751.38","1,755.62","1,735","-","0.18%"
"Aug 23, 2012","1,727.25","1,754.75","1,764.88","1,720.13","-","-1.56%"
"Aug 24, 2012","1,737.88","1,727.13","1,749.13","1,725.12","-","0.62%"
"Aug 26, 2012","1,753.88","1,740.5","1,754.13","1,738.88","-","0.92%"
"Aug 27, 2012","1,716.63","1,754","1,760.63","1,714.13","-","-2.12%"
"Aug 28, 2012","1,718.63","1,716.38","1,730.88","1,701.13","-","0.12%"
"Aug 29, 2012","1,750","1,718.5","1,754.88","1,716.88","-","1.83%"
"Aug 30, 2012","1,761.63","1,750.12","1,770.62","1,735.5","-","0.66%"
"Aug 31, 2012","1,754.37","1,761.75","1,761.88","1,745.62","-","-0.41%"
"Sep 04, 2012","1,764.75","1,772.63","1,788.88","1,755.63","-","0.59%"
"Sep 05, 2012","1,732.88","1,764.88","1,769.63","1,731.13","-","-1.81%"
"Sep 06, 2012","1,743.87","1,733.12","1,753.63","1,725.63","-","0.63%"
"Sep 07, 2012","1,733.25","1,744.13","1,751.63","1,726.38","-","-0.61%"
"Sep 09, 2012","1,727.25","1,729.37","1,731.88","1,719.25","-","-0.35%"
"Sep 10, 2012","1,720.62","1,727.38","1,744.13","1,716.63","-","-0.38%"
"Sep 11, 2012","1,699.75","1,720.75","1,728.88","1,696.88","-","-1.21%"
"Sep 12, 2012","1,746","1,699.63","1,749.88","1,693.63","-","2.72%"
"Sep 13, 2012","1,745.38","1,746.13","1,749.63","1,732.88","-","-0.04%"
"Sep 14, 2012","1,738.25","1,745.62","1,765.13","1,737.62","-","-0.41%"
"Sep 16, 2012","1,729.25","1,733.63","1,736.38","1,726.87","-","-0.52%"
"Sep 17, 2012","1,661.38","1,729.37","1,731.75","1,654.63","-","-3.93%"
"Sep 18, 2012","1,649.25","1,661.25","1,668.75","1,630.63","-","-0.73%"
"Sep 19, 2012","1,682.63","1,649.13","1,685.75","1,648.88","-","2.02%"
"Sep 20, 2012","1,624.88","1,682.88","1,683.75","1,616.13","-","-3.43%"
"Sep 21, 2012","1,624.38","1,625","1,638.75","1,607.63","-","-0.03%"
"Sep 23, 2012","1,615.5","1,621.5","1,625.88","1,612.63","-","-0.55%"
"Sep 24, 2012","1,607.63","1,615.63","1,617.13","1,590.38","-","-0.49%"
"Sep 25, 2012","1,611.63","1,607.75","1,625.38","1,604.38","-","0.25%"
"Sep 26, 2012","1,578","1,610.38","1,610.88","1,565.13","-","-2.09%"
"Sep 27, 2012","1,576.25","1,577.88","1,583.88","1,557.63","-","-0.11%"
"Sep 28, 2012","1,598.38","1,576.13","1,613.63","1,561.5","-","1.40%"
"Sep 30, 2012","1,591.88","1,596.5","1,599.88","1,590.88","-","-0.41%"
"Oct 01, 2012","1,555.25","1,592","1,596.75","1,551.75","-","-2.30%"
"Oct 02, 2012","1,524.38","1,555.13","1,561.25","1,523.38","-","-1.99%"
"Oct 03, 2012","1,534.88","1,524.5","1,543.63","1,504.13","-","0.69%"
"Oct 04, 2012","1,555.75","1,534.5","1,568.38","1,532.63","-","1.36%"
"Oct 05, 2012","1,552.25","1,556","1,569","1,545.63","-","-0.22%"
"Oct 07, 2012","1,552.63","1,552.25","1,556.88","1,548.63","-","0.02%"
"Oct 08, 2012","1,549.13","1,552.75","1,560.88","1,537.63","-","-0.23%"
"Oct 09, 2012","1,542","1,549.25","1,573.75","1,538.38","-","-0.46%"
"Oct 10, 2012","1,524.38","1,541.88","1,549.88","1,518.63","-","-1.14%"
"Oct 11, 2012","1,553","1,524.25","1,567.63","1,521.5","-","1.88%"
"Oct 12, 2012","1,522.38","1,552.88","1,553","1,510.13","-","-1.97%"
"Oct 14, 2012","1,505","1,522.38","1,522.38","1,502.38","-","-1.14%"
"Oct 15, 2012","1,502.13","1,504.88","1,508.5","1,485.88","-","-0.19%"
"Oct 16, 2012","1,491.38","1,502","1,514.38","1,490.13","-","-0.72%"
"Oct 17, 2012","1,511.25","1,491.38","1,511.88","1,487.25","-","1.33%"
"Oct 18, 2012","1,545.25","1,511","1,548.38","1,509.75","-","2.25%"
"Oct 19, 2012","1,533.25","1,545.63","1,555.63","1,532.38","-","-0.78%"
"Oct 21, 2012","1,533.38","1,531.25","1,534.13","1,526.88","-","0.01%"
"Oct 22, 2012","1,547.88","1,533.5","1,558.38","1,532.5","-","0.95%"
"Oct 23, 2012","1,551.25","1,547.75","1,554.63","1,529.13","-","0.22%"
"Oct 24, 2012","1,567.88","1,551.38","1,574.63","1,549.5","-","1.07%"
"Oct 25, 2012","1,559.25","1,568","1,574.38","1,557.38","-","-0.55%"
"Oct 26, 2012","1,560.63","1,559.38","1,566.63","1,552.63","-","0.09%"
"Oct 28, 2012","1,557","1,561.13","1,563.13","1,556.13","-","-0.23%"
"Oct 29, 2012","1,530.75","1,557.13","1,557.38","1,526.38","-","-1.69%"
"Oct 30, 2012","1,537.25","1,530.63","1,550.88","1,528.25","-","0.42%"
"Oct 31, 2012","1,550.88","1,537.38","1,558.63","1,536.88","-","0.89%"
"Nov 01, 2012","1,559.38","1,551","1,571.13","1,550.75","-","0.55%"
"Nov 02, 2012","1,526","1,559.25","1,559.88","1,524.38","-","-2.14%"
"Nov 04, 2012","1,518.88","1,521.13","1,521.63","1,516.38","-","-0.47%"
"Nov 05, 2012","1,509.63","1,519","1,524.25","1,502.13","-","-0.61%"
"Nov 06, 2012","1,517.63","1,509.88","1,522.88","1,508.5","-","0.53%"
"Nov 07, 2012","1,505.25","1,517.88","1,521.5","1,497.63","-","-0.82%"
"Nov 08, 2012","1,495.5","1,505.38","1,513.5","1,494.13","-","-0.65%"
"Nov 09, 2012","1,451.38","1,495.63","1,498.88","1,450.5","-","-2.95%"
"Nov 11, 2012","1,439.25","1,447.38","1,448.38","1,437.88","-","-0.84%"
"Nov 12, 2012","1,409.25","1,439.38","1,439.88","1,402.13","-","-2.08%"
"Nov 13, 2012","1,414.13","1,409.13","1,417.38","1,391.38","-","0.35%"
"Nov 14, 2012","1,422.25","1,414.38","1,428.38","1,408.63","-","0.57%"
"Nov 15, 2012","1,401.5","1,422.5","1,427.63","1,400.63","-","-1.46%"
"Nov 16, 2012","1,383.63","1,401.38","1,409","1,372.38","-","-1.28%"
"Nov 18, 2012","1,391.5","1,386.88","1,392.38","1,385.75","-","0.57%"
"Nov 19, 2012","1,398.38","1,391.63","1,402.63","1,390.25","-","0.49%"
"Nov 20, 2012","1,410.75","1,398.25","1,415.63","1,381.13","-","0.88%"
"Nov 21, 2012","1,407.13","1,410.88","1,423.88","1,399.63","-","-0.26%"
"Nov 23, 2012","1,416.63","1,422.25","1,426.5","1,414.88","-","0.68%"
"Nov 25, 2012","1,421.25","1,419.88","1,423.75","1,416.88","-","0.33%"
"Nov 26, 2012","1,427.88","1,421.13","1,435.38","1,418.63","-","0.47%"
"Nov 27, 2012","1,450.63","1,427.63","1,456.63","1,427.38","-","1.59%"
"Nov 28, 2012","1,447.13","1,450.25","1,455.38","1,440.13","-","-0.24%"
"Nov 29, 2012","1,450.88","1,447","1,459.88","1,441.63","-","0.26%"
"Nov 30, 2012","1,440.63","1,451.13","1,451.38","1,429.13","-","-0.71%"
"Dec 02, 2012","1,440.63","1,440.63","1,440.63","1,440.63","-","0.00%"
"Dec 03, 2012","1,457.25","1,444","1,462.63","1,442.38","-","1.15%"
"Dec 04, 2012","1,462.88","1,457.63","1,464.5","1,436.13","-","0.39%"
"Dec 05, 2012","1,486.88","1,463.13","1,487.88","1,458.5","-","1.64%"
"Dec 06, 2012","1,487.25","1,487.13","1,492.13","1,473.38","-","0.03%"
"Dec 07, 2012","1,472.38","1,487.13","1,497.88","1,470.25","-","-1.00%"
"Dec 09, 2012","1,468.25","1,469.75","1,471.25","1,467.63","-","-0.28%"
"Dec 10, 2012","1,473.5","1,468.38","1,476.88","1,453.25","-","0.36%"
"Dec 11, 2012","1,472.13","1,473.63","1,486.88","1,464.88","-","-0.09%"
"Dec 12, 2012","1,473.13","1,472.13","1,478.63","1,458","-","0.07%"
"Dec 13, 2012","1,478.5","1,473","1,489.88","1,465.13","-","0.36%"
"Dec 14, 2012","1,495.38","1,478.63","1,496.88","1,475.38","-","1.14%"
"Dec 16, 2012","1,503","1,496.13","1,504.25","1,495.88","-","0.51%"
"Dec 17, 2012","1,496.5","1,502.88","1,508.63","1,492.63","-","-0.43%"
"Dec 18, 2012","1,470.88","1,496.63","1,501.88","1,462.63","-","-1.71%"
"Dec 19, 2012","1,438.75","1,470.75","1,472.13","1,433.13","-","-2.18%"
"Dec 20, 2012","1,414","1,438.63","1,441.13","1,403.13","-","-1.72%"
"Dec 21, 2012","1,429.88","1,413.88","1,438.63","1,412.63","-","1.12%"
"Dec 23, 2012","1,436.63","1,431.38","1,441.38","1,430.13","-","0.47%"
"Dec 24, 2012","1,435.88","1,436.88","1,439.88","1,425.75","-","-0.05%"
"Dec 26, 2012","1,420.38","1,435.88","1,441.88","1,415.13","-","-1.08%"
"Dec 27, 2012","1,418.25","1,420.25","1,429.25","1,411.38","-","-0.15%"
"Dec 28, 2012","1,416.38","1,418","1,427.25","1,412.88","-","-0.13%"
"Dec 30, 2012","1,417.5","1,415.63","1,420.63","1,415.63","-","0.08%"
"Dec 31, 2012","1,408.5","1,417.63","1,425.13","1,400.88","-","-0.63%"
"Jan 02, 2013","1,393.13","1,432.63","1,433","1,386.38","-","-1.09%"
"Jan 03, 2013","1,391.25","1,393.13","1,395.63","1,372.63","-","-0.13%"
"Jan 04, 2013","1,365.75","1,391.38","1,397.13","1,356.13","-","-1.83%"
"Jan 06, 2013","1,363.25","1,367.13","1,367.25","1,357.63","-","-0.18%"
"Jan 07, 2013","1,390.63","1,363.38","1,392.63","1,360.63","-","2.01%"
"Jan 08, 2013","1,384.38","1,390.5","1,393.63","1,376.88","-","-0.45%"
"Jan 09, 2013","1,387.25","1,384.5","1,392.88","1,380.38","-","0.21%"
"Jan 10, 2013","1,376.5","1,387.38","1,394.38","1,373.13","-","-0.77%"
"Jan 11, 2013","1,375.88","1,376.38","1,381.38","1,352.63","-","-0.05%"
"Jan 13, 2013","1,386.25","1,377","1,387.13","1,377","-","0.75%"
"Jan 14, 2013","1,417.88","1,386.5","1,422.88","1,384.75","-","2.28%"
"Jan 15, 2013","1,415.88","1,417.63","1,435.63","1,408.13","-","-0.14%"
"Jan 16, 2013","1,438.88","1,416.25","1,439.38","1,414.5","-","1.62%"
"Jan 17, 2013","1,436.88","1,438.75","1,447.88","1,422.88","-","-0.14%"
"Jan 18, 2013","1,428.38","1,436.63","1,438.38","1,421.13","-","-0.59%"
"Jan 20, 2013","1,428.38","1,428.38","1,428.38","1,428.38","-","0.00%"
"Jan 22, 2013","1,448.63","1,440.38","1,460.63","1,436.13","-","1.42%"
"Jan 23, 2013","1,431.38","1,448.75","1,457.63","1,430.38","-","-1.19%"
"Jan 24, 2013","1,439","1,431.5","1,441.75","1,415.13","-","0.53%"
"Jan 25, 2013","1,440.63","1,439.13","1,444.75","1,426.13","-","0.11%"
"Jan 27, 2013","1,451.13","1,446.38","1,451.88","1,446.13","-","0.73%"
"Jan 28, 2013","1,445.38","1,451.38","1,452.38","1,434.88","-","-0.40%"
"Jan 29, 2013","1,450.13","1,445.13","1,457.88","1,441.13","-","0.33%"
"Jan 30, 2013","1,478","1,450.38","1,481.63","1,447.13","-","1.92%"
"Jan 31, 2013","1,470.63","1,477.88","1,484","1,455.88","-","-0.50%"
